t,x,tf
0.620776,0.22,2.5758944
0.6307885,0.22,2.5846484
0.640801,0.22,2.593299
0.6508135,0.22,2.601841
0.660826,0.22,2.6102676
0.67083853,0.22,2.618574
0.6808511,0.22,2.626754
0.6908636,0.22,2.6348019
0.7008761,0.22,2.642712
0.7108886,0.22,2.6504788
0.72090113,0.22,2.658097
0.73091364,0.22,2.6655605
0.74092615,0.22,2.672864
0.75093865,0.22,2.680002
0.7609512,0.22,2.686969
0.7709637,0.22,2.69376
0.78097624,0.22,2.7003694
0.79098874,0.22,2.7067928
0.80100125,0.22,2.7130246
0.81101376,0.22,2.7190602
0.82102627,0.22,2.724895
0.8310388,0.22,2.730524
0.84105134,0.22,2.735943
0.85106385,0.22,2.741148
0.86107635,0.22,2.7461343
0.87108886,0.22,2.750898
0.88110137,0.22,2.7554355
0.8911139,0.22,2.7597427
0.9011264,0.22,2.7638164
0.9111389,0.22,2.7676537
0.92115146,0.22,2.7712505
0.93116397,0.22,2.7746046
0.9411765,0.22,2.7777128
0.951189,0.22,2.780573
0.96120155,0.22,2.7831821
0.97121406,0.22,2.785539
0.98122656,0.22,2.787641
0.9912391,0.22,2.7894874
1.0012516,0.22,2.7839859
1.0112641,0.22,2.7784717
1.0212766,0.22,2.7729285
1.0312891,0.22,2.7673395
1.0413016,0.22,2.7616885
1.0513141,0.22,2.7559593
1.0613266,0.22,2.750136
1.0713391,0.22,2.7442033
1.0813516,0.22,2.7381465
1.0913641,0.22,2.7319505
1.1013767,0.22,2.7256021
1.1113892,0.22,2.7190871
1.1214018,0.22,2.712393
1.1314143,0.22,2.7055073
1.1414268,0.22,2.6984184
1.1514393,0.22,2.691115
1.1614518,0.22,2.6835866
1.1714643,0.22,2.6758235
1.1814768,0.22,2.6678166
1.1914895,0.22,2.659557
1.2015018,0.22,2.6510375
1.2115144,0.22,2.64225
1.2215269,0.22,2.6331885
1.2315394,0.22,2.623847
1.2415519,0.22,2.6142206
1.2515644,0.22,2.6043043
1.2615769,0.22,2.5940945
1.2715895,0.22,2.5835881
1.281602,0.22,2.5727823
1.2916145,0.22,2.5616748
1.301627,0.22,2.5502646
1.3116395,0.22,2.5385509
1.321652,0.22,2.5265336
1.3316646,0.22,2.514213
1.3416771,0.22,2.50159
1.3516896,0.22,2.4886663
1.3617022,0.22,2.475444
1.3717147,0.22,2.4619257
1.3817272,0.22,2.4481142
1.3917397,0.22,2.4340131
1.4017522,0.22,2.4196265
1.4117647,0.22,2.4049587
1.4217772,0.22,2.3900146
1.4317899,0.22,2.3747995
1.4418023,0.22,2.359319
1.4518148,0.22,2.343579
1.4618273,0.22,2.327586
1.4718398,0.22,2.3113463
1.4818523,0.22,2.2948675
1.4918648,0.22,2.2781563
1.5018773,0.22,2.2612202
1.5118899,0.22,2.244067
1.5219024,0.22,2.2267046
1.531915,0.22,2.209141
1.5419275,0.22,2.1913848
1.55194,0.22,2.1734443
1.5619525,0.22,2.1553283
1.571965,0.22,2.1370454
1.5819775,0.22,2.1186044
1.59199,0.22,2.1000147
1.6020025,0.22,2.081285
1.612015,0.22,2.0624244
1.6220275,0.22,2.0434422
1.63204,0.22,2.0243473
1.6420525,0.22,2.0051491
1.652065,0.22,1.985857
1.6620775,0.22,1.9664797
1.67209,0.22,1.9470265
1.6821027,0.22,1.9275066
1.6921152,0.22,1.9079288
1.7021277,0.22,1.8883023
1.7121402,0.22,1.868636
1.7221527,0.22,1.8489386
1.7321652,0.22,1.8292189
1.7421777,0.22,1.8094856
1.7521904,0.22,1.7897469
1.7622027,0.22,1.7700114
1.7722152,0.22,1.7502872
1.7822278,0.22,1.7305824
1.7922403,0.22,1.710905
1.8022528,0.22,1.6912626
1.8122653,0.22,1.6716629
1.8222778,0.22,1.6521133
1.8322904,0.22,1.6326212
1.8423029,0.22,1.6131934
1.8523154,0.22,1.5938371
1.8623279,0.22,1.574559
1.8723404,0.22,1.5553654
1.882353,0.22,1.5362629
1.8923655,0.22,1.5172575
1.902378,0.22,1.498355
1.9123905,0.22,1.4795612
1.9224031,0.22,1.4608818
1.9324156,0.22,1.4423221
1.9424281,0.22,1.4238871
1.9524406,0.22,1.4055818
1.9624531,0.22,1.3874111
1.9724656,0.22,1.3693793
1.9824781,0.22,1.3514907
1.9924908,0.22,1.3337497
2.0025032,0.22,1.3189644
2.0125158,0.22,1.3025447
2.0225282,0.22,1.2847522
2.0325408,0.22,1.2658371
2.0425532,0.22,1.2460356
2.0525658,0.22,1.2255682
2.0625782,0.22,1.2046391
2.0725908,0.22,1.1834348
2.0826032,0.22,1.1621246
2.0926158,0.22,1.1408591
2.1026282,0.22,1.119772
2.1126409,0.22,1.0989792
2.1226532,0.22,1.0785809
2.1326659,0.22,1.0586612
2.1426783,0.22,1.0392903
2.152691,0.22,1.0205247
2.1627035,0.22,1.002408
2.1727161,0.22,0.98497367
2.1827285,0.22,0.9682447
2.1927412,0.22,0.95223534
2.2027535,0.22,0.93695205
2.2127662,0.22,0.922395
2.2227786,0.22,0.90855813
2.2327912,0.22,0.895431
2.2428036,0.22,0.8829991
2.2528162,0.22,0.8712447
2.2628286,0.22,0.86014766
2.2728412,0.22,0.84968567
2.2828536,0.22,0.8398353
2.2928662,0.22,0.830572
2.3028786,0.22,0.82187074
2.3128912,0.22,0.8137064
2.3229036,0.22,0.8060536
2.3329163,0.22,0.7988874
2.3429286,0.22,0.7921835
2.3529413,0.22,0.7859181
2.3629537,0.22,0.780068
2.3729663,0.22,0.77461094
2.3829787,0.22,0.7695253
2.3929913,0.22,0.7647906
2.4030037,0.22,0.76038706
2.4130163,0.22,0.7562959
2.4230287,0.22,0.7524991
2.4330413,0.22,0.7489798
2.4430537,0.22,0.7457215
2.4530663,0.22,0.74270916
2.4630787,0.22,0.73992807
2.4730914,0.22,0.7373647
2.483104,0.22,0.7350063
2.4931166,0.22,0.73284036
2.503129,0.22,0.7308559
2.5131416,0.22,0.72904193
2.523154,0.22,0.7273883
2.5331666,0.22,0.7258856
2.543179,0.22,0.72452456
2.5531917,0.22,0.72329706
2.563204,0.22,0.72219473
2.5732167,0.22,0.72121054
2.583229,0.22,0.7203374
2.5932417,0.22,0.71956897
2.603254,0.22,0.7188994
2.6132667,0.22,0.7183235
2.623279,0.22,0.7178366
2.6332917,0.22,0.7174344
2.643304,0.22,0.71711314
2.6533167,0.22,0.71686953
2.6633291,0.22,0.71670103
2.6733418,0.22,0.71660507
2.6833541,0.22,0.71657974
2.6933668,0.22,0.71662337
2.7033792,0.22,0.7167346
2.7133918,0.22,0.71691227
2.7234044,0.22,0.71715564
2.733417,0.22,0.71746373
2.7434294,0.22,0.7178359
2.753442,0.22,0.7182716
2.7634544,0.22,0.71877027
2.773467,0.22,0.7193312
2.7834795,0.22,0.7199542
2.793492,0.22,0.7206384
2.8035045,0.22,0.7213832
2.813517,0.22,0.72218806
2.8235295,0.22,0.7230521
2.833542,0.22,0.72397465
2.8435545,0.22,0.7249547
2.8535671,0.22,0.7259914
2.8635795,0.22,0.72708386
2.8735921,0.22,0.72823083
2.8836045,0.22,0.7294311
2.8936172,0.22,0.7306837
2.9036295,0.22,0.7319872
2.9136422,0.22,0.7333404
2.9236546,0.22,0.73474187
2.9336672,0.22,0.73619026
2.9436796,0.22,0.73768425
2.9536922,0.22,0.7392223
2.9637046,0.22,0.740803
2.9737172,0.22,0.7424249
2.9837296,0.22,0.7440865
2.9937422,0.22,0.7457863
3.0037546,0.22,0.7278565
3.0137672,0.22,0.71083343
3.0237796,0.22,0.6946762
3.0337923,0.22,0.67934585
3.043805,0.22,0.66480535
3.0538175,0.22,0.65101963
3.06383,0.22,0.63795537
3.0738425,0.22,0.62558085
3.083855,0.22,0.61386603
3.0938675,0.22,0.6027825
3.10388,0.22,0.59230304
3.1138926,0.22,0.582402
3.123905,0.22,0.57305497
3.1339176,0.22,0.56423885
3.14393,0.22,0.5559316
3.1539426,0.22,0.5481125
3.163955,0.22,0.5407617
3.1739676,0.22,0.53386056
3.18398,0.22,0.52739125
3.1939926,0.22,0.521337
3.204005,0.22,0.51568186
3.2140176,0.22,0.5104107
3.22403,0.22,0.5055093
3.2340426,0.22,0.5009641
3.244055,0.22,0.49676228
3.2540677,0.22,0.49289176
3.26408,0.22,0.48934108
3.2740927,0.22,0.48609942
3.2841053,0.22,0.48315656
3.294118,0.22,0.48050284
3.3041303,0.22,0.47812918
3.314143,0.22,0.47602704
3.3241553,0.22,0.47418827
3.334168,0.22,0.47260532
3.3441803,0.22,0.471271
3.354193,0.22,0.47017863
3.3642054,0.22,0.4693219
3.374218,0.22,0.46869484
3.3842304,0.22,0.46829197
3.394243,0.22,0.4681081
3.4042554,0.22,0.46813834
3.414268,0.22,0.46837825
3.4242804,0.22,0.46882358
3.434293,0.22,0.46947044
3.4443054,0.22,0.47031525
3.454318,0.22,0.47135466
3.4643304,0.22,0.47258562
3.474343,0.22,0.47400525
3.4843554,0.22,0.47561103
3.494368,0.22,0.47740054
3.5043805,0.22,0.47937167
3.514393,0.22,0.48152247
3.5244055,0.22,0.48385122
3.534418,0.22,0.4863564
3.5444305,0.22,0.48903662
3.5544431,0.22,0.49189073
3.5644555,0.22,0.49491772
3.5744681,0.22,0.4981167
3.5844805,0.22,0.501487
3.5944932,0.22,0.50502807
3.6045058,0.22,0.5087395
3.6145184,0.22,0.512621
3.6245308,0.22,0.5166724
3.6345434,0.22,0.52089363
3.6445558,0.22,0.5252849
3.6545684,0.22,0.5298463
3.6645808,0.22,0.5345781
3.6745934,0.22,0.53948075
3.6846058,0.22,0.54455477
3.6946185,0.22,0.5498007
3.7046309,0.22,0.55521923
3.7146435,0.22,0.56081104
3.7246559,0.22,0.56657696
3.7346685,0.22,0.5725179
3.744681,0.22,0.57863474
3.7546935,0.22,0.5849286
3.764706,0.22,0.5914005
3.7747185,0.22,0.59805155
3.784731,0.22,0.60488296
3.7947435,0.22,0.61189586
3.804756,0.22,0.6190915
3.8147686,0.22,0.62647116
3.824781,0.22,0.6340362
3.8347936,0.22,0.6417878
3.8448062,0.22,0.64972746
3.8548188,0.22,0.6578565
3.8648312,0.22,0.66617626
3.8748438,0.22,0.67468816
3.8848562,0.22,0.68339354
3.8948689,0.22,0.69229376
3.9048812,0.22,0.70139015
3.9148939,0.22,0.7106841
3.9249063,0.22,0.72017694
3.9349189,0.22,0.72986996
3.9449313,0.22,0.7397644
3.954944,0.22,0.74986154
3.9649563,0.22,0.76016253
3.974969,0.22,0.7706685
3.9849813,0.22,0.78138065
3.994994,0.22,0.7923
4.005006,0.22,0.80613554
4.0150185,0.22,0.8205903
4.025031,0.22,0.83554935
4.0350432,0.22,0.85089976
4.045056,0.22,0.86652964
4.0550685,0.22,0.88232607
4.065081,0.22,0.89817345
4.0750933,0.22,0.9139534
4.0851064,0.22,0.9295446
4.095119,0.22,0.94482523
4.1051316,0.22,0.9771999
4.115144,0.22,1.0300796
4.1251564,0.22,1.1051453
4.135169,0.22,1.1975307
4.1451817,0.22,1.3011872
4.155194,0.22,1.4095253
4.1652064,0.22,1.5170313
4.175219,0.22,1.6195306
4.1852317,0.22,1.714303
4.195244,0.22,1.7998662
4.2052565,0.22,1.8757107
4.215269,0.22,1.9420143
4.2252817,0.22,1.9994001
4.235294,0.22,2.0487413
4.2453065,0.22,2.0910206
4.255319,0.22,2.1272316
4.2653317,0.22,2.1583183
4.275344,0.22,2.1851397
4.2853565,0.22,2.2084537
4.295369,0.22,2.2289133
4.305382,0.22,2.2470713
4.315394,0.22,2.2633872
4.325407,0.22,2.278241
4.3354197,0.22,2.291939
4.3454323,0.22,2.3047316
4.3554444,0.22,2.316816
4.365457,0.22,2.328351
4.3754697,0.22,2.33946
4.3854823,0.22,2.3502405
4.3954945,0.22,2.360768
4.405507,0.22,2.3711007
4.4155197,0.22,2.381283
4.4255323,0.22,2.3913484
4.4355445,0.22,2.4013214
4.445557,0.22,2.4112203
4.4555697,0.22,2.4210582
4.4655824,0.22,2.4308436
4.4755945,0.22,2.4405823
4.485607,0.22,2.4502773
4.49562,0.22,2.4599297
4.5056324,0.22,2.4695392
4.5156446,0.22,2.479104
4.525657,0.22,2.4886215
4.53567,0.22,2.4980886
4.5456824,0.22,2.5075016
4.5556946,0.22,2.516856
4.565707,0.22,2.5261471
4.57572,0.22,2.5353703
4.5857325,0.22,2.5445206
4.5957446,0.22,2.5535922
4.605757,0.22,2.5625803
4.61577,0.22,2.5714793
4.6257825,0.22,2.5802832
4.6357946,0.22,2.5889866
4.6458073,0.22,2.5975835
4.65582,0.22,2.6060686
4.6658325,0.22,2.6144357
4.6758447,0.22,2.6226797
4.6858573,0.22,2.6307945
4.69587,0.22,2.6387746
4.7058825,0.22,2.6466138
4.7158947,0.22,2.6543071
4.7259073,0.22,2.6618483
4.73592,0.22,2.6692324
4.7459326,0.22,2.6764536
4.7559447,0.22,2.6835072
4.7659574,0.22,2.6903865
4.77597,0.22,2.697088
4.7859826,0.22,2.7036047
4.7959948,0.22,2.709933
4.8060074,0.22,2.7160673
4.81602,0.22,2.7220032
4.8260326,0.22,2.7277353
4.836045,0.22,2.7332602
4.8460574,0.22,2.7385726
4.85607,0.22,2.743669
4.8660827,0.22,2.7485445
4.876095,0.22,2.7531953
4.8861074,0.22,2.757618
4.89612,0.22,2.7618089
4.9061327,0.22,2.7657647
4.916145,0.22,2.769482
4.9261575,0.22,2.7729578
4.93617,0.22,2.776189
4.9461827,0.22,2.7791734
4.956195,0.22,2.7819083
4.9662075,0.22,2.7843919
4.97622,0.22,2.7866216
4.9862328,0.22,2.788596
4.996245,0.22,2.7903132
5.0062575,0.22,2.784766
5.01627,0.22,2.7791922
5.026283,0.22,2.7735763
5.036295,0.22,2.767902
5.0463076,0.22,2.7621539
5.05632,0.22,2.7563167
5.066333,0.22,2.750375
5.076345,0.22,2.7443144
5.0863576,0.22,2.7381203
5.09637,0.22,2.7317789
5.106383,0.22,2.725277
5.116395,0.22,2.7186015
5.1264076,0.22,2.71174
5.1364202,0.22,2.704681
5.146433,0.22,2.6974132
5.156445,0.22,2.689926
5.1664577,0.22,2.6822088
5.1764703,0.22,2.674253
5.186483,0.22,2.6660495
5.196495,0.22,2.6575906
5.206508,0.22,2.6488686
5.216521,0.22,2.6398768
5.2265334,0.22,2.630609
5.2365456,0.22,2.6210597
5.246558,0.22,2.6112242
5.256571,0.22,2.6010983
5.2665834,0.22,2.5906787
5.2765956,0.22,2.5799623
5.286608,0.22,2.5689466
5.296621,0.22,2.5576305
5.3066335,0.22,2.5460124
5.3166456,0.22,2.5340922
5.3266582,0.22,2.5218697
5.336671,0.22,2.509346
5.3466835,0.22,2.4965222
5.3566957,0.22,2.4834
5.3667083,0.22,2.469982
5.376721,0.22,2.4562705
5.3867335,0.22,2.442269
5.3967457,0.22,2.4279814
5.4067583,0.22,2.4134116
5.416771,0.22,2.3985643
5.4267836,0.22,2.3834445
5.4367957,0.22,2.368058
5.446809,0.22,2.35241
5.4568214,0.22,2.336507
5.466834,0.22,2.3203554
5.476846,0.22,2.303962
5.486859,0.22,2.2873337
5.4968715,0.22,2.2704778
5.506884,0.22,2.253402
5.5168962,0.22,2.2361143
5.526909,0.22,2.2186224
5.5369215,0.22,2.2009344
5.546934,0.22,2.183059
5.5569463,0.22,2.1650045
5.566959,0.22,2.1467798
5.5769715,0.22,2.1283937
5.586984,0.22,2.109855
5.5969963,0.22,2.0911725
5.607009,0.22,2.0723553
5.6170216,0.22,2.0534127
5.627034,0.22,2.0343537
5.6370463,0.22,2.0151877
5.647059,0.22,1.9959236
5.6570716,0.22,1.9765705
5.667084,0.22,1.9571376
5.6770964,0.22,1.937634
5.687109,0.22,1.9180688
5.6971216,0.22,1.898451
5.7071342,0.22,1.8787894
5.7171464,0.22,1.8590932
5.727159,0.22,1.8393707
5.7371716,0.22,1.8196307
5.7471843,0.22,1.7998817
5.7571964,0.22,1.780132
5.767209,0.22,1.7603903
5.7772217,0.22,1.7406642
5.7872343,0.22,1.720962
5.7972465,0.22,1.7012916
5.807259,0.22,1.6816603
5.8172717,0.22,1.6620759
5.8272843,0.22,1.6425456
5.8372965,0.22,1.6230767
5.847309,0.22,1.6036761
5.8573217,0.22,1.5843506
5.8673344,0.22,1.5651066
5.8773465,0.22,1.545951
5.887359,0.22,1.5268897
5.897372,0.22,1.5079287
5.9073844,0.22,1.4890739
5.9173965,0.22,1.4703308
5.927409,0.22,1.4517051
5.937422,0.22,1.4332018
5.9474344,0.22,1.4148259
5.9574466,0.22,1.3965825
5.967459,0.22,1.378476
5.977472,0.22,1.3605108
5.9874845,0.22,1.3426913
5.9974966,0.22,1.3250214
6.007509,0.22,1.3102266
6.017522,0.22,1.2938467
6.0275345,0.22,1.2761382
6.0375466,0.22,1.2573454
6.0475593,0.22,1.2376989
6.057572,0.22,1.2174146
6.0675845,0.22,1.1966913
6.0775967,0.22,1.1757113
6.0876093,0.22,1.1546397
6.097622,0.22,1.1336234
6.1076345,0.22,1.1127926
6.1176467,0.22,1.0922605
6.1276593,0.22,1.072125
6.137672,0.22,1.0524671
6.1476846,0.22,1.0333557
6.1576967,0.22,1.0148454
6.1677094,0.22,0.9969788
6.177722,0.22,0.97978806
6.1877346,0.22,0.9632955
6.1977468,0.22,0.9475148
6.2077594,0.22,0.932452
6.217772,0.22,0.9181068
6.2277846,0.22,0.9044734
6.237797,0.22,0.8915412
6.24781,0.22,0.8792956
6.2578225,0.22,0.8677191
6.267835,0.22,0.8567919
6.2778473,0.22,0.84649193
6.28786,0.22,0.83679605
6.2978725,0.22,0.82767993
6.307885,0.22,0.819119
6.3178973,0.22,0.81108826
6.32791,0.22,0.80356306
6.3379226,0.22,0.7965187
6.347935,0.22,0.7899308
6.3579473,0.22,0.7837762
6.36796,0.22,0.77803206
6.3779726,0.22,0.77267617
6.387985,0.22,0.76768744
6.3979974,0.22,0.76304543
6.40801,0.22,0.7587308
6.4180226,0.22,0.75472486
6.4280353,0.22,0.7510098
6.4380474,0.22,0.74756885
6.44806,0.22,0.7443861
6.4580727,0.22,0.7414463
6.4680853,0.22,0.7387352
6.4780974,0.22,0.73623925
6.48811,0.22,0.7339456
6.4981227,0.22,0.7318426
6.5081353,0.22,0.72991866
6.5181475,0.22,0.7281634
6.52816,0.22,0.7265666
6.5381727,0.22,0.7251189
6.5481853,0.22,0.72381145
6.5581975,0.22,0.7226358
6.56821,0.22,0.7215842
6.5782228,0.22,0.72064936
6.5882354,0.22,0.71982455
6.5982475,0.22,0.71910346
6.60826,0.22,0.7184802
6.618273,0.22,0.7179498
6.6282854,0.22,0.7175074
6.6382976,0.22,0.7171491
6.6483107,0.22,0.71687096
6.6583233,0.22,0.71667
6.668336,0.22,0.7165434
6.678348,0.22,0.7164887
6.6883607,0.22,0.7165043
6.6983733,0.22,0.7165882
6.708386,0.22,0.7167392
6.718398,0.22,0.716956
6.7284107,0.22,0.71723795
6.7384233,0.22,0.7175841
6.748436,0.22,0.7179936
6.758448,0.22,0.7184663
6.7684608,0.22,0.7190011
6.7784734,0.22,0.71959776
6.788486,0.22,0.72025555
6.798498,0.22,0.7209741
6.808511,0.22,0.7217526
6.8185234,0.22,0.72259027
6.828536,0.22,0.7234865
6.838548,0.22,0.72444046
6.848561,0.22,0.72545135
6.8585734,0.22,0.72651803
6.868586,0.22,0.7276397
6.878598,0.22,0.7288149
6.888611,0.22,0.7300429
6.8986235,0.22,0.7313222
6.908636,0.22,0.7326517
6.9186482,0.22,0.7340302
6.928661,0.22,0.73545605
6.9386735,0.22,0.73692816
6.948686,0.22,0.7384449
6.9586983,0.22,0.740005
6.968711,0.22,0.7416069
6.9787235,0.22,0.7432492
6.988736,0.22,0.74493027
6.9987483,0.22,0.7466489
7.008761,0.22,0.72867787
7.0187736,0.22,0.7116179
7.028786,0.22,0.6954279
7.0387983,0.22,0.6800686
7.048811,0.22,0.6655029
7.0588236,0.22,0.6516955
7.068836,0.22,0.6386129
7.0788484,0.22,0.6262233
7.088861,0.22,0.6144965
7.0988736,0.22,0.6034038
7.1088862,0.22,0.592918
7.1188984,0.22,0.58301324
7.128911,0.22,0.57366496
7.1389236,0.22,0.56485003
7.1489363,0.22,0.5565463
7.1589484,0.22,0.5487328
7.168961,0.22,0.5413898
7.1789737,0.22,0.53449845
7.1889863,0.22,0.52804095
7.1989985,0.22,0.5220003
7.209011,0.22,0.5163606
7.2190237,0.22,0.51110667
7.2290363,0.22,0.50622416
7.2390485,0.22,0.5016994
7.249061,0.22,0.49751952
7.2590737,0.22,0.4936725
7.2690864,0.22,0.49014673
7.2790985,0.22,0.4869314
7.289111,0.22,0.48401624
7.299124,0.22,0.48139158
7.3091364,0.22,0.47904825
7.3191485,0.22,0.47697768
7.329161,0.22,0.47517174
7.339174,0.22,0.47362286
7.3491864,0.22,0.47232378
7.3591986,0.22,0.4712678
7.3692117,0.22,0.47044858
7.3792243,0.22,0.4698602
7.389237,0.22,0.46949708
7.399249,0.22,0.46935403
7.4092617,0.22,0.46942618
7.4192743,0.22,0.46970907
7.429287,0.22,0.47019845
7.439299,0.22,0.47089043
7.4493117,0.22,0.47178137
7.4593244,0.22,0.47286794
7.469337,0.22,0.47414705
7.479349,0.22,0.47561592
7.489362,0.22,0.47727188
7.4993744,0.22,0.47911268
7.509387,0.22,0.48113608
7.519399,0.22,0.48334017
7.529412,0.22,0.48572323
7.5394244,0.22,0.48828375
7.549437,0.22,0.49102035
7.559449,0.22,0.49393186
7.569462,0.22,0.49701726
7.5794744,0.22,0.50027573
7.589487,0.22,0.50370646
7.599499,0.22,0.507309
7.609512,0.22,0.51108295
7.6195245,0.22,0.51502806
7.629537,0.22,0.5191441
7.6395493,0.22,0.52343106
7.649562,0.22,0.527889
7.6595745,0.22,0.53251815
7.669587,0.22,0.5373188
7.6795993,0.22,0.5422914
7.689612,0.22,0.5474364
7.6996245,0.22,0.55275446
7.709637,0.22,0.5582461
7.7196493,0.22,0.5639121
7.729662,0.22,0.5697533
7.7396746,0.22,0.5757706
7.749687,0.22,0.58196497
7.7596993,0.22,0.58833736
7.769712,0.22,0.59488887
7.7797246,0.22,0.6016206
7.789737,0.22,0.60853374
7.7997494,0.22,0.6156294
7.809762,0.22,0.6229089
7.8197746,0.22,0.63037354
7.8297873,0.22,0.6380245
7.8397994,0.22,0.6458632
7.8498125,0.22,0.65389085
7.859825,0.22,0.6621089
7.8698378,0.22,0.67051876
7.87985,0.22,0.6791217
7.8898625,0.22,0.687919
7.899875,0.22,0.69691217
7.909888,0.22,0.70610243
7.9199,0.22,0.7154911
7.9299126,0.22,0.72507954
7.939925,0.22,0.734869
7.949938,0.22,0.74486077
7.95995,0.22,0.755056
7.9699626,0.22,0.7654559
7.979975,0.22,0.7760616
7.989988,0.22,0.78687406
8.0,0.22,0.8006693
0.0,0.24,1.0
0.010012516,0.24,1.000791
0.020025032,0.24,1.0023379
0.030037548,0.24,1.0046045
0.040050063,0.24,1.0075533
0.05006258,0.24,1.0111473
0.060075097,0.24,1.015348
0.07008761,0.24,1.0201179
0.08010013,0.24,1.0254191
0.09011264,0.24,1.0312144
0.10012516,0.24,1.0374674
0.11013767,0.24,1.0548003
0.12015019,0.24,1.0874419
0.1301627,0.24,1.138103
0.14017522,0.24,1.2048545
0.15018773,0.24,1.2839814
0.16020025,0.24,1.3706696
0.17021278,0.24,1.4603038
0.18022528,0.24,1.5489552
0.1902378,0.24,1.633676
0.20025031,0.24,1.7124935
0.21026284,0.24,1.7842987
0.22027534,0.24,1.8486662
0.23028786,0.24,1.9056728
0.24030039,0.24,1.9557307
0.2503129,0.24,1.9994543
0.26032543,0.24,2.0375557
0.27033794,0.24,2.0707731
0.28035045,0.24,2.099822
0.29036295,0.24,2.1253643
0.3003755,0.24,2.1479943
0.310388,0.24,2.1682303
0.3204005,0.24,2.186518
0.330413,0.24,2.2032328
0.34042555,0.24,2.2186878
0.35043806,0.24,2.23314
0.36045057,0.24,2.2467992
0.37046307,0.24,2.2598355
0.3804756,0.24,2.2723835
0.39048812,0.24,2.2845514
0.40050063,0.24,2.2964242
0.41051313,0.24,2.3080678
0.42052567,0.24,2.319533
0.43053818,0.24,2.3308601
0.44055068,0.24,2.3420775
0.4505632,0.24,2.3532076
0.46057573,0.24,2.3642657
0.47058824,0.24,2.3752637
0.48060077,0.24,2.386208
0.49061328,0.24,2.3971033
0.5006258,0.24,2.4079514
0.5106383,0.24,2.4187524
0.52065086,0.24,2.4295049
0.5306634,0.24,2.4402065
0.5406759,0.24,2.4508533
0.5506884,0.24,2.461442
0.5607009,0.24,2.4719675
0.5707134,0.24,2.482424
0.5807259,0.24,2.4928067
0.5907384,0.24,2.5031102
0.600751,0.24,2.5133278
0.6107635,0.24,2.5234535
0.620776,0.24,2.5334814
0.6307885,0.24,2.543405
0.640801,0.24,2.5532176
0.6508135,0.24,2.562913
0.660826,0.24,2.5724847
0.67083853,0.24,2.5819254
0.6808511,0.24,2.5912294
0.6908636,0.24,2.6003895
0.7008761,0.24,2.6093996
0.7108886,0.24,2.6182523
0.72090113,0.24,2.6269422
0.73091364,0.24,2.635462
0.74092615,0.24,2.6438062
0.75093865,0.24,2.651968
0.7609512,0.24,2.659941
0.7709637,0.24,2.6677191
0.78097624,0.24,2.6752968
0.79098874,0.24,2.682667
0.80100125,0.24,2.689825
0.81101376,0.24,2.696765
0.82102627,0.24,2.7034807
0.8310388,0.24,2.7099679
0.84105134,0.24,2.7162201
0.85106385,0.24,2.722233
0.86107635,0.24,2.7280014
0.87108886,0.24,2.733521
0.88110137,0.24,2.7387865
0.8911139,0.24,2.7437942
0.9011264,0.24,2.7485394
0.9111389,0.24,2.7530184
0.92115146,0.24,2.757228
0.93116397,0.24,2.7611637
0.9411765,0.24,2.7648225
0.951189,0.24,2.7682018
0.96120155,0.24,2.7712986
0.97121406,0.24,2.7741098
0.98122656,0.24,2.776634
0.9912391,0.24,2.7788684
1.0012516,0.24,2.775502
1.0112641,0.24,2.7720284
1.0212766,0.24,2.7684343
1.0312891,0.24,2.7647054
1.0413016,0.24,2.7608287
1.0513141,0.24,2.7567909
1.0613266,0.24,2.7525787
1.0713391,0.24,2.7481792
1.0813516,0.24,2.74358
1.0913641,0.24,2.7387693
1.1013767,0.24,2.7337353
1.1113892,0.24,2.7284665
1.1214018,0.24,2.7229524
1.1314143,0.24,2.7171824
1.1414268,0.24,2.711147
1.1514393,0.24,2.704837
1.1614518,0.24,2.6982439
1.1714643,0.24,2.6913595
1.1814768,0.24,2.684177
1.1914895,0.24,2.6766891
1.2015018,0.24,2.6688895
1.2115144,0.24,2.660773
1.2215269,0.24,2.6523347
1.2315394,0.24,2.6435702
1.2415519,0.24,2.6344755
1.2515644,0.24,2.625048
1.2615769,0.24,2.615285
1.2715895,0.24,2.6051848
1.281602,0.24,2.594746
1.2916145,0.24,2.5839682
1.301627,0.24,2.5728512
1.3116395,0.24,2.5613954
1.321652,0.24,2.549602
1.3316646,0.24,2.5374725
1.3416771,0.24,2.5250094
1.3516896,0.24,2.512215
1.3617022,0.24,2.4990923
1.3717147,0.24,2.4856453
1.3817272,0.24,2.4718783
1.3917397,0.24,2.4577956
1.4017522,0.24,2.4434023
1.4117647,0.24,2.4287038
1.4217772,0.24,2.4137058
1.4317899,0.24,2.3984144
1.4418023,0.24,2.3828363
1.4518148,0.24,2.366979
1.4618273,0.24,2.350849
1.4718398,0.24,2.3344538
1.4818523,0.24,2.3178017
1.4918648,0.24,2.3009005
1.5018773,0.24,2.2837582
1.5118899,0.24,2.266384
1.5219024,0.24,2.248786
1.531915,0.24,2.2309735
1.5419275,0.24,2.2129552
1.55194,0.24,2.1947408
1.5619525,0.24,2.1763394
1.571965,0.24,2.1577606
1.5819775,0.24,2.139014
1.59199,0.24,2.120109
1.6020025,0.24,2.1010556
1.612015,0.24,2.0818632
